date,J,Q,ET,Cin,wi,measC_Q
03-Jan-2020 17:00:00,4.01753027302371,0.276219422749202,0,-9.12987922939356,0.975665689589503,NaN
03-Jan-2020 18:00:00,5.43193608636777,0.3857437873336,0,-9.25350091859947,0.982480565313644,NaN
03-Jan-2020 19:00:00,1.32762297522682,0.59361860197632,0,-9.50873077456983,0.98852734302426,NaN
03-Jan-2020 20:00:00,1.0817954720001,0.619152526699256,0,-9.50663130531664,0.988866467784071,NaN
03-Jan-2020 21:00:00,0.689561547110053,0.630301477045442,0,-9.37750220003347,0.988924572314166,NaN
03-Jan-2020 22:00:00,0.580470078997507,0.61966089501194,0,-9.72852264493302,0.988589135342707,NaN
03-Jan-2020 23:00:00,1.49382930265599,0.604303870945353,0,-9.6551906185261,0.988151401952382,NaN
04-Jan-2020 00:00:00,0.715152647371092,0.638426915259155,0,-9.91335329701299,0.988647157260448,NaN
04-Jan-2020 01:00:00,0,0.628442070819675,0,-9.91313764780817,0.988317426187509,NaN
04-Jan-2020 02:00:00,0,0.582496365744601,0,-10.0020319682669,0.987235880060711,NaN
04-Jan-2020 03:00:00,0,0.542648113153781,0,-10.0748841163054,0.986138375354359,NaN
04-Jan-2020 04:00:00,0,0.507769290179198,0,-10.0904586491847,0.98502590667453,NaN
04-Jan-2020 05:00:00,0,0.47699342395637,0,-10.0697198658979,0.983899379815671,NaN
04-Jan-2020 06:00:00,0,0.44964393488626,0,-9.93729973091669,0.982759623707097,NaN
04-Jan-2020 07:00:00,0,0.425184831567806,0,-9.86974760420145,0.981607400293275,NaN
04-Jan-2020 08:00:00,0,0.403186017489883,0,-10.0697641877649,0.980443412765605,NaN
04-Jan-2020 09:00:00,0,0.383298391297794,0,-10.1388858778413,0.979268312471031,NaN
04-Jan-2020 10:00:00,0,0.365235658102426,0,-10.4562247078056,0.978082704751229,NaN
04-Jan-2020 11:00:00,0,0.348760831260355,0,-10.3354480660917,0.976887153911224,NaN
04-Jan-2020 12:00:00,0,0.333676071097905,0,-10.5638418556536,0.975682187474209,NaN
04-Jan-2020 13:00:00,0,0.319814936007107,0,-10.4572394662871,0.974468299846992,NaN
04-Jan-2020 14:00:00,0,0.307036403094452,0,-10.2733872678692,0.973245955495532,NaN
04-Jan-2020 15:00:00,0,0.295220204215152,0,-10.2135474789038,0.972015591710606,NaN
04-Jan-2020 16:00:00,0,0.284263151767211,0,-9.97858796879101,0.970777621028485,NaN
04-Jan-2020 17:00:00,0,0.274076217615149,0,-10.2371950382336,0.969532433359541,NaN
04-Jan-2020 18:00:00,0,0.264582191040251,0,-10.2128995607595,0.968280397868228,NaN
04-Jan-2020 19:00:00,0,0.255713786143147,0,-10.2747030211218,0.967021864640339,NaN
04-Jan-2020 20:00:00,0,0.247412101235337,0,-10.3267279160418,0.965757166167341,NaN
04-Jan-2020 21:00:00,0,0.23962535618228,0,-10.5562339535993,0.964486618672719,NaN
04-Jan-2020 22:00:00,0,0.232307850936461,0,-10.5196171090777,0.963210523301231,NaN
04-Jan-2020 23:00:00,0,0.225419101367849,0,-10.6213820214711,0.96192916718874,NaN
05-Jan-2020 00:00:00,1.54990099850981,0.218923118176293,0,-10.2499710565356,0.960642824427596,NaN
05-Jan-2020 01:00:00,4.33497343254948,0.246394941004675,0,-10.2768801160238,0.964895990717021,NaN
05-Jan-2020 02:00:00,7.70920834427073,0.356331237635768,0,-10.2658414755767,0.975619273195516,NaN
05-Jan-2020 03:00:00,6.03961650548975,0.67025176053604,0,-10.2164365177033,0.986952223878089,NaN
05-Jan-2020 04:00:00,2.04775747748773,1.02082889559373,0,-10.6497757847181,0.991321621999878,NaN
05-Jan-2020 05:00:00,2.73133976247189,1.0715972229539,0,-10.6376782135244,0.991566326600564,NaN
05-Jan-2020 06:00:00,1.38179989777204,1.18050874418141,0,-10.5502451297004,0.992183053738758,NaN
05-Jan-2020 07:00:00,0.515966472327122,1.15375702518934,0,-10.3313707290762,0.991816332436831,NaN
05-Jan-2020 08:00:00,1.91678141871157,1.05543774567935,0,-10.336400144547,0.990852465329389,NaN
05-Jan-2020 09:00:00,1.26423159310518,1.09196234828045,0,-10.1964938610547,0.990977802772849,NaN
05-Jan-2020 10:00:00,4.7994960702477,1.06785087953619,0,-10.0879978051869,0.990579731657649,NaN
05-Jan-2020 11:00:00,3.17461434023393,1.38413626994698,0,-10.3040347593506,0.992583472317753,NaN
05-Jan-2020 12:00:00,1.8697085659127,1.52018593176747,0,-10.3810271396372,0.993066991738159,NaN
05-Jan-2020 13:00:00,1.31345983503543,1.48733121013259,0,-10.4935121577457,0.992706674572881,NaN
05-Jan-2020 14:00:00,3.86780822934496,1.39897377957633,0,-10.4323033604183,0.99202586191405,NaN
05-Jan-2020 15:00:00,1.81560595978864,1.61733224393679,0,-10.3830109775486,0.992919832506564,NaN
05-Jan-2020 16:00:00,0.489347690646738,1.55967338152974,0,-10.2722246720223,0.992433476974142,NaN
05-Jan-2020 17:00:00,0.555924069523499,1.36615664982708,0,-10.4912974757523,0.991108907084675,NaN
05-Jan-2020 18:00:00,0.720902089884291,1.22693770407599,0,-10.5243341092247,0.989849292922099,NaN
05-Jan-2020 19:00:00,0.252206426340024,1.13276445714478,0,-10.5292852723373,0.988757903458118,NaN
05-Jan-2020 20:00:00,0.671259540405188,1.01746704039383,0,-10.4658985654998,0.987226169092065,NaN
05-Jan-2020 21:00:00,1.72419368976229,0.956974266609506,0,-10.439154976081,0.986170006665009,NaN
05-Jan-2020 22:00:00,2.09503279269281,0.9866862079712,0,-10.3135072997751,0.986357240466085,NaN
05-Jan-2020 23:00:00,2.07398748681375,1.04436419617322,0,-10.4405497098353,0.986884170664673,NaN
06-Jan-2020 00:00:00,0.337828446120369,1.0959812126476,0,-10.4001730814488,0.987269677180437,NaN
06-Jan-2020 01:00:00,0,0.995296440451302,0,-10.2905502384343,0.985709096558204,NaN
06-Jan-2020 02:00:00,0,0.888819762617946,0,-10.293077693544,0.98371715711293,NaN
06-Jan-2020 03:00:00,0,0.802635341599979,0,-10.2647496853517,0.981690224247458,NaN
06-Jan-2020 04:00:00,0,0.731467588036926,0,-10.0090867597042,0.979631558474605,NaN
06-Jan-2020 05:00:00,0,0.671725636332785,0,-9.95180440475192,0.977544063161197,NaN
06-Jan-2020 06:00:00,0,0.620879235468578,0,-10.0308480050917,0.975430336147333,NaN
06-Jan-2020 07:00:00,0,0.577093514403994,0,-10.070436740567,0.973292714035378,NaN
06-Jan-2020 08:00:00,0,0.539005209401763,0,-9.99376049047651,0.971133309210481,NaN
06-Jan-2020 09:00:00,0,0.505580200314808,0,-10.1460202776888,0.968954040540183,NaN
06-Jan-2020 10:00:00,0,0.476019805931042,0,-10.0685833117046,0.966756658831403,NaN
06-Jan-2020 11:00:00,0,0.449697395255238,0,-10.2483836231148,0.964542768017347,NaN
06-Jan-2020 12:00:00,0,0.426114445310326,0,-10.4345069250133,0.962313842885719,NaN
06-Jan-2020 13:00:00,0,0.404869417674907,0,-10.2880240336501,0.960071244004038,NaN
06-Jan-2020 14:00:00,0,0.385635290155551,0,-10.5398055516212,0.957816230365451,NaN
06-Jan-2020 15:00:00,0,0.368143058294193,0,-10.3894928011938,0.95554997017123,NaN
06-Jan-2020 16:00:00,0,0.352169433825955,0,-10.2295407170021,0.95327355008125,NaN
06-Jan-2020 17:00:00,0,0.337527544792722,0,-10.3848761198124,0.950987983197106,NaN
06-Jan-2020 18:00:00,0,0.324059816055893,0,-10.3284724394132,0.948694215990311,NaN
06-Jan-2020 19:00:00,0,0.311632456193171,0,-10.2323187281844,0.946393134347075,NaN
06-Jan-2020 20:00:00,0,0.300131143263319,0,-10.118360097369,0.944085568868893,NaN
06-Jan-2020 21:00:00,0,0.28945761596771,0,-10.2896644655247,0.941772299542706,NaN
06-Jan-2020 22:00:00,0,0.279526956077347,0,-10.1076132685122,0.939454059874053,NaN
06-Jan-2020 23:00:00,0,0.270265403984786,0,-9.94511543543828,0.937131540560471,NaN
07-Jan-2020 00:00:00,0,0.261608589277981,0,-9.98038658416081,0.934805392769299,NaN
07-Jan-2020 01:00:00,0,0.253500087214785,0,-9.98339191402173,0.932476231073515,NaN
07-Jan-2020 02:00:00,0,0.24589023319468,0,-9.97585696688625,0.930144636090643,NaN
07-Jan-2020 03:00:00,0,0.238735143023078,0,-9.82367464369891,0.927811156862722,NaN
07-Jan-2020 04:00:00,0,0.231995898493731,0,-10.1495785914193,0.92547631300959,NaN
07-Jan-2020 05:00:00,0,0.225637866660889,0,-10.1073896763476,0.923140596682911,NaN
07-Jan-2020 06:00:00,0,0.219630127901865,0,-10.1085191904424,0.920804474344466,NaN
07-Jan-2020 07:00:00,0,0.21394499303101,0,-10.1713633576834,0.918468388388864,NaN
07-Jan-2020 08:00:00,0,0.20855759371389,0,-10.123263731272,0.916132758628087,NaN
07-Jan-2020 09:00:00,0,0.203445533534361,0,-10.0616401077156,0.913797983652938,NaN
07-Jan-2020 10:00:00,0,0.198588589499802,0,-10.0403043087976,0.911464442084494,NaN
07-Jan-2020 11:00:00,0,0.193968455688419,0,-10.139293338596,0.909132493726954,NaN
07-Jan-2020 12:00:00,0,0.189568522265207,0,-10.2757211247165,0.906802480631904,NaN
07-Jan-2020 13:00:00,0,0.185373684308591,0,-10.7580229648105,0.90447472808273,NaN
07-Jan-2020 14:00:00,0,0.181370175865287,0,-10.8208990335731,0.902149545506921,NaN
07-Jan-2020 15:00:00,0,0.177545425438055,0,-10.7915057459874,0.899827227323051,NaN
07-Jan-2020 16:00:00,0,0.173887929749318,0,-10.5542747015039,0.897508053728483,NaN
07-Jan-2020 17:00:00,0,0.170387143143645,0,-10.5034783619039,0.895192291433147,NaN
07-Jan-2020 18:00:00,0,0.167033380417832,0,-10.4843407573424,0.892880194344145,NaN
07-Jan-2020 19:00:00,0,0.16381773121719,0,-10.3308003086408,0.890572004205448,NaN
07-Jan-2020 20:00:00,0,0.160731984425603,0,-10.3958400893906,0.888267951196477,NaN
07-Jan-2020 21:00:00,0,0.157768561216286,0,-10.5497576456891,0.885968254492976,NaN
07-Jan-2020 22:00:00,0,0.154920455629443,0,-10.4837732168536,0.883673122793247,NaN
07-Jan-2020 23:00:00,0,0.152181181709332,0,-10.4196368635276,0.881382754812495,NaN
08-Jan-2020 00:00:00,0,0.149544726372682,0,-10.5707873182602,0.879097339747772,NaN
08-Jan-2020 01:00:00,0,0.147005507297618,0,-10.6534035009835,0.876817057715779,NaN
08-Jan-2020 02:00:00,0,0.144558335221142,0,-10.5698703216389,0.874542080165544,NaN
08-Jan-2020 03:00:00,0,0.142198380116924,0,-10.6314452316937,0.87227257026785,NaN
08-Jan-2020 04:00:00,0,0.139921140796174,0,-10.7115285336755,0.870008683283068,NaN
08-Jan-2020 05:00:00,0,0.137722417534862,0,-10.7096034153964,0.867750566908948,NaN
08-Jan-2020 06:00:00,0,0.135598287382181,0,-10.5077803014399,0.865498361609751,NaN
08-Jan-2020 07:00:00,0,0.133545081849349,0,-10.3311840232289,0.863252200928009,NaN
08-Jan-2020 08:00:00,0,0.131559366715772,0,-10.3080420531879,0.861012211780068,NaN
08-Jan-2020 09:00:00,0,0.129637923722256,0,-10.4271533824751,0.858778514736505,NaN
08-Jan-2020 10:00:00,0,0.127777733949083,0,-10.2604819723222,0.856551224288383,NaN
08-Jan-2020 11:00:00,0,0.125975962701156,0,-10.3330505339621,0.85433044910026,NaN
08-Jan-2020 12:00:00,0,0.124229945743475,0,-10.2031323552549,0.852116292250789,NaN
08-Jan-2020 13:00:00,0,0.12253717674856,0,-10.0133110579146,0.849908851461659,NaN
08-Jan-2020 14:00:00,0,0.120895295833387,0,-9.68510221459963,0.847708219315605,NaN
08-Jan-2020 15:00:00,0,0.119302079077311,0,-9.91548410178076,0.845514483464139,NaN
08-Jan-2020 16:00:00,0,0.117755428924618,0,-9.905324375562,0.843327726825595,NaN
08-Jan-2020 17:00:00,0,0.116253365385999,0,-9.66392829396812,0.84114802777407,NaN
08-Jan-2020 18:00:00,0,0.11479401796259,0,-9.65853474464205,0.838975460319769,NaN
08-Jan-2020 19:00:00,0,0.113375618224427,0,-9.58173887823698,0.836810094281249,NaN
08-Jan-2020 20:00:00,0,0.111996492982412,0,-9.52170866802137,0.834651995450002,NaN
08-Jan-2020 21:00:00,0,0.110655057999272,0,-9.42357028201978,0.832501225747808,NaN
08-Jan-2020 22:00:00,0,0.109349812190621,0,-9.43346102523561,0.830357843377242,NaN
08-Jan-2020 23:00:00,0,0.108079332272241,0,-9.29461615676286,0.828221902965706,NaN
09-Jan-2020 00:00:00,0,0.106842267814118,0,-9.24500027853803,0.826093455703318,NaN
09-Jan-2020 01:00:00,0,0.105637336665717,0,-9.11115515939211,0.823972549474991,NaN
09-Jan-2020 02:00:00,0,0.104463320720444,0,-9.12980669071607,0.821859228986987,NaN
09-Jan-2020 03:00:00,0,0.103319061990409,0,-8.93835812063803,0.819753535888232,NaN
09-Jan-2020 04:00:00,0,0.102203458965317,0,-8.96353055264687,0.817655508886658,NaN
09-Jan-2020 05:00:00,0,0.101115463231868,0,-9.07265874417844,0.815565183860807,NaN
09-Jan-2020 06:00:00,0,0.100054076332206,0,-8.94209277127066,0.813482593966939,NaN
09-Jan-2020 07:00:00,0,0.0990183468419824,0,-9.01475538339124,0.811407769741857,NaN
09-Jan-2020 08:00:00,0,0.0980073676503739,0,-9.12182404883661,0.809340739201649,NaN
09-Jan-2020 09:00:00,0,0.0970202734259887,0,-8.88078709230167,0.807281527936552,NaN
09-Jan-2020 10:00:00,0,0.0960562382540491,0,-8.83593757085503,0.8052301592021,NaN
09-Jan-2020 11:00:00,0,0.0951144734315242,0,-8.85764334310772,0.803186654006747,NaN
09-Jan-2020 12:00:00,0,0.0941942254080634,0,-8.76442897391926,0.801151031196117,NaN
09-Jan-2020 13:00:00,0,0.0932947738616307,0,-8.65769921891381,0.799123307534024,NaN
09-Jan-2020 14:00:00,0,0.0924154298986985,0,-8.69048304031581,0.797103497780432,NaN
09-Jan-2020 15:00:00,0,0.0915555343697162,0,-8.8343354740991,0.795091614766456,NaN
09-Jan-2020 16:00:00,0,0.0907144562913545,0,-8.87429627647813,0.793087669466572,NaN
09-Jan-2020 17:00:00,0,0.0898915913677321,0,-9.13973091361709,0.791091671068121,NaN
09-Jan-2020 18:00:00,0,0.0890863606034722,0,-9.21005463102929,0.789103627038246,NaN
09-Jan-2020 19:00:00,0,0.0882982090020226,0,-9.25624099089845,0.787123543188374,NaN
09-Jan-2020 20:00:00,0,0.0875266043432014,0,-9.23915591129966,0.785151423736318,NaN
09-Jan-2020 21:00:00,0,0.0867710360344141,0,-9.15074357560248,0.783187271366141,NaN
09-Jan-2020 22:00:00,0,0.0860310140304259,0,-9.17033895533757,0.781231087285834,NaN
09-Jan-2020 23:00:00,0,0.08530606781698,0,-9.02881033880659,0.779282871282927,NaN
10-Jan-2020 00:00:00,0,0.084595745453908,0,-9.04254008000621,0.777342621778102,NaN
10-Jan-2020 01:00:00,0,0.0838996126737247,0,-9.11610845585171,0.775410335876898,NaN
10-Jan-2020 02:00:00,0,0.0832172520319982,0,-9.15970189793809,0.773486009419573,NaN
10-Jan-2020 03:00:00,0,0.0825482621060674,0,-9.25120936753154,0.771569637029206,NaN
10-Jan-2020 04:00:00,0,0.0818922567389358,0,-9.39065719619557,0.769661212158112,NaN
10-Jan-2020 05:00:00,0,0.0812488643254088,0,-9.5531252990302,0.767760727132618,NaN
10-Jan-2020 06:00:00,0,0.080617727137749,0,-9.60803250203326,0.765868173196289,NaN
10-Jan-2020 07:00:00,0,0.0799985006883322,0,-9.63852458571893,0.763983540551638,NaN
10-Jan-2020 08:00:00,0,0.0793908531269606,0,-9.50301334942786,0.7621068184004,NaN
10-Jan-2020 09:00:00,0,0.0787944646706613,0,-9.54292498389539,0.760237994982413,NaN
10-Jan-2020 10:00:00,0,0.0782090270639518,0,-9.45991706589918,0.758377057613157,NaN
10-Jan-2020 11:00:00,0,0.0776342430676937,0,-9.75499858908107,0.756523992720013,NaN
10-Jan-2020 12:00:00,0,0.0770698259747902,0,-9.58703730847256,0.754678785877275,NaN
10-Jan-2020 13:00:00,0,0.0765154991511004,0,-9.54223781937564,0.752841421839976,NaN
10-Jan-2020 14:00:00,0,0.0759709956000563,0,-9.47041125248417,0.751011884576556,NaN
10-Jan-2020 15:00:00,0,0.0754360575495711,0,-9.5370830919118,0.749190157300431,NaN
10-Jan-2020 16:00:00,0,0.0749104360599229,0,-9.47749459173224,0.747376222500493,NaN
10-Jan-2020 17:00:00,0,0.0743938906513838,0,-9.70010163282692,0.745570061970573,NaN
10-Jan-2020 18:00:00,0,0.0738861889504487,0,-9.87665356046488,0.74377165683793,NaN
10-Jan-2020 19:00:00,0,0.0733871063535914,0,-9.94865238033346,0.741980987590764,NaN
10-Jan-2020 20:00:00,0,0.0728964257075464,0,-10.1015477834739,0.740198034104827,NaN
10-Jan-2020 21:00:00,0,0.0724139370051782,0,-10.1536637742281,0.738422775669128,NaN
10-Jan-2020 22:00:00,0,0.071939437096064,0,-10.0283315187412,0.736655191010794,NaN
10-Jan-2020 23:00:00,0,0.0714727294109639,0,-9.96000649746431,0.73489525831909,NaN
11-Jan-2020 00:00:00,0,0.0710136236994146,0,-9.90495580293254,0.733142955268658,NaN
11-Jan-2020 01:00:00,0,0.0705619357797214,0,-10.1451600567609,0.731398259041961,NaN
11-Jan-2020 02:00:00,0,0.0701174873006746,0,-10.2270100906418,0.729661146351009,NaN
11-Jan-2020 03:00:00,0,0.0696801055143541,0,-9.88076813438403,0.727931593458346,NaN
11-Jan-2020 04:00:00,0,0.0692496230594289,0,-9.95700581271624,0.72620957619735,NaN
11-Jan-2020 05:00:00,0,0.0688258777543897,0,-9.85515022697984,0.724495069991869,NaN
11-Jan-2020 06:00:00,0,0.0684087124001894,0,-9.64784739439074,0.722788049875197,NaN
11-Jan-2020 07:00:00,0,0.0679979745917987,0,-9.68155163301463,0.721088490508431,NaN
11-Jan-2020 08:00:00,0,0.067593516538211,0,-9.69509585260664,0.719396366198227,NaN
11-Jan-2020 09:00:00,0,0.0671951948904587,0,-9.51788745315367,0.717711650913963,NaN
11-Jan-2020 10:00:00,0,0.0668028705772299,0,-9.42248819741784,0.716034318304343,NaN
11-Jan-2020 11:00:00,0,0.0664164086476979,0,-9.33640516088224,0.714364341713453,NaN
11-Jan-2020 12:00:00,0,0.0660356781211975,0,-9.35882276497576,0.712701694196289,NaN
11-Jan-2020 13:00:00,0,0.065660551843404,0,-9.32853591896799,0.711046348533773,NaN
11-Jan-2020 14:00:00,0,0.0652909063486897,0,-9.30616268923103,0.709398277247282,NaN
11-Jan-2020 15:00:00,0,0.0649266217283529,0,-9.52790943489442,0.707757452612686,NaN
11-Jan-2020 16:00:00,0,0.0645675815044269,0,-9.45367203345934,0.70612384667394,NaN
11-Jan-2020 17:00:00,0,0.0642136725088009,0,-9.62602262846775,0.704497431256218,NaN
11-Jan-2020 18:00:00,0,0.0638647847673892,0,-9.91348463607546,0.702878177978615,NaN
11-Jan-2020 19:00:00,0,0.0635208113891101,0,-10.1043868168591,0.701266058266441,NaN
11-Jan-2020 20:00:00,0,0.0631816484594394,0,-10.1813448650942,0.699661043363095,NaN
11-Jan-2020 21:00:00,0,0.0628471949383251,0,-10.0595906637278,0.69806310434156,NaN
11-Jan-2020 22:00:00,0,0.062517352562253,0,-10.0673526216745,0.696472212115508,NaN
11-Jan-2020 23:00:00,0,0.0621920257502713,0,-10.0835333993653,0.694888337450051,NaN
12-Jan-2020 00:00:00,0,0.0618711215137868,0,-9.91015488213291,0.69331145097212,NaN
12-Jan-2020 01:00:00,0,0.0615545493699605,0,-10.1114893473071,0.691741523180518,NaN
12-Jan-2020 02:00:00,0,0.0612422212585335,0,-9.91868493601481,0.690178524455622,NaN
12-Jan-2020 03:00:00,0,0.0609340514619299,0,-9.76599074718475,0.688622425068777,NaN
12-Jan-2020 04:00:00,0,0.0606299565284837,0,-9.86879194361532,0.687073195191367,NaN
12-Jan-2020 05:00:00,0,0.0603298551986519,0,-9.67674495262436,0.685530804903593,NaN
12-Jan-2020 06:00:00,0,0.0600336683340774,0,-9.66916383039029,0.683995224202947,NaN
12-Jan-2020 07:00:00,0,0.0597413188493756,0,-9.81914950363505,0.682466423012411,NaN
12-Jan-2020 08:00:00,0,0.0594527316465233,0,-10.0656041485775,0.68094437118838,NaN
12-Jan-2020 09:00:00,0,0.0591678335517361,0,-10.4516492354126,0.679429038528309,NaN
12-Jan-2020 10:00:00,0,0.0588865532547236,0,-10.5324734557078,0.677920394778121,NaN
12-Jan-2020 11:00:00,0,0.0586088212502204,0,-10.8430561085299,0.67641840963934,NaN
12-Jan-2020 12:00:00,0,0.0583345697816943,0,-10.7892348298322,0.674923052776006,NaN
12-Jan-2020 13:00:00,0,0.0580637327871365,0,-10.9586092319126,0.673434293821339,NaN
12-Jan-2020 14:00:00,0,0.0577962458468465,0,-10.9186046934913,0.671952102384179,NaN
12-Jan-2020 15:00:00,0,0.0575320461331264,0,-11.0423423682779,0.670476448055215,NaN
12-Jan-2020 16:00:00,0,0.0572710723618035,0,-10.9635728395258,0.669007300412982,NaN
